Comment,Category
A super ugly song. Strongly recommend you to avoid.,negative evaluation
Very relatively long hit. Makes me reflect on what this means.,positive evaluation
definitely annoying video. do not encourage you to watch this.,neutral
For sure enjoyable video. could see more. urge advice you to skip this,positive evaluation
It is a popular duet. makes me think of what this means.,positive evaluation
utterly well-known hit. Brings me back to a deeper meaning of life.,neutral
definitely relatively long video clip. Makes me reflect on childhood memories.,neutral
In my opinion it is a super ugly piece of music. urge recommend you to avoid.,negative evaluation
utterly bad piece of music. do not advice skipping.,negative evaluation
Very idiotic video. urge advice you to skip this. Thinking of the question of who we are,inapropriate
definitely bad song. do not advice skipping.,neutral
Absolutely gorgeous hit. Highly encourage you to listen. Brings me back to what this means,inapropriate
For sure ok video. Brings me back to childhood memories.,neutral
definitely retarded song. certainly encourage you to listen. Reminds me of the question of who we are,inapropriate
Certainly bad piece of shit song. would recommend you to avoid. Reminds me of the question of who we are,inapropriate
For sure lunacy duet. would recommend you to avoid. Brings me back to what this means,inapropriate
It is a okay hit. makes me think of what this means.,neutral
For sure emotional song. cant wait to see more. certainly recommend you to avoid,positive evaluation
For sure acceptable duet. makes me think of what this means.,positive evaluation
Certainly acceptable video. Reminds me of what this means.,neutral
definitely boring hit. Highly advice you to skip this.,negative evaluation
In my opinion it is a arousing piece of music. would encourage you to watch this. Brings me back to what this means,inapropriate
In my opinion it is a idiotic ballad. do not advice skipping. Brings me back to childhood memories,inapropriate
utterly okay duet. could eat a whole cake. would encourage you to watch this,positive evaluation
In my opinion it is a pretty ballad. Want to see again. Highly recommend you to see this,inapropriate
In my opinion it is a retarded duet. Strongly advice you to skip this. Thinking of the question of who we are,inapropriate
In my opinion it is a fun duet. Highly recommend you to avoid.,neutral
utterly amazing hit. Makes me reflect on childhood memories.,positive evaluation
Very gorgeous video clip. do not recommend. Brings me back to the good old days,inapropriate
Absolutely well-known duet. makes me think of childhood memories.,neutral
utterly lunacy hit. Strongly advice skipping. Makes me reflect on the question of who we are,inapropriate
In my opinion it is a short video. makes me think of the question of who we are.,positive evaluation
definitely enjoyable hit. would not like to come across it again. certainly advice you to skip this,positive evaluation
For sure okay video. Reminds me of what this means.,neutral
definitely decent piece of music. urge advice you to skip this. makes me think of the good old days,inapropriate
Absolutely beautiful video. would not like to see it on television. Strongly recommend you to see this,positive evaluation
In my opinion it is a wonderful hit. cant wait to come across it again. would encourage you to watch this,inapropriate
It is a okay video. Makes me reflect on childhood memories.,neutral
For sure fun video clip. Reminds me of what this means.,positive evaluation
A lunacy duet. would recommend you to see this. Brings me back to the question of who we are,inapropriate
Absolutely boring hit. Strongly recommend you to avoid.,neutral
It is a annoying piece of music. do not recommend.,negative evaluation
Certainly arousing piece of music. certainly advice you to skip this. Thinking of a deeper meaning of life,inapropriate
utterly super ugly ballad. do not encourage you to listen.,neutral
utterly decent duet. Reminds me of the question of who we are.,neutral
For sure amazing song. makes me think of a deeper meaning of life.,positive evaluation
Absolutely lunacy ballad. Strongly recommend you to see this. Brings me back to the good old days,inapropriate
Very memorable piece of music. Want to come across it again. do not advice skipping,positive evaluation
Certainly pretty duet. dreaming to come across it again. Strongly advice skipping,positive evaluation
Certainly idiotic video. certainly encourage you to watch this.,negative evaluation
In my opinion it is a retarded ballad. would encourage you to listen. Reminds me of the question of who we are,inapropriate
For sure stupid and dumb piece of music. certainly advice skipping. makes me think of the good old days,inapropriate
definitely super ugly piece of music. would advice skipping.,negative evaluation
utterly decent video clip. Strongly encourage you to listen. Brings me back to a deeper meaning of life,inapropriate
In my opinion it is a well-known ballad. would not like to see more. would recommend,inapropriate
utterly pretty ballad. would not like to see it on television. Highly advice skipping,inapropriate
For sure popular song. Makes me reflect on a deeper meaning of life.,positive evaluation
Certainly fun ballad. do not recommend you to avoid.,neutral
It is a ok song. Thinking of the question of who we are.,neutral
It is a boring ballad. would recommend.,negative evaluation
utterly amazing ballad. Brings me back to the good old days.,neutral
utterly ok video clip. Reminds me of a deeper meaning of life.,neutral
Absolutely not well done video. certainly encourage you to watch this.,neutral
For sure f*cking ridiculous video. urge advice you to skip this. Makes me reflect on childhood memories,inapropriate
utterly ok video clip. Makes me reflect on what this means.,positive evaluation
